Rule,Output,Risk Level
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1460,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.4449,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1162,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",6.8079,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",2.6510,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",1.4185,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.0808,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1754,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.1792,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.1533,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.2273,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1295,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.1244,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-1.3299,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.6790,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-2.5119,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.1685,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.4559,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.2328,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0393,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.2011,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF3 (mu=0.4050, sigma=0.0826) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.6697,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2909,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0166,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.1945,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.0312,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.4707,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2990,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",14.2661,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",5.5021,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",2.4516,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.4579,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.1028,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0766,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.4270,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-2.7238,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1866,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.0571,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-2.4367,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-1.2207,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-5.4650,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.2181,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0678,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.3081,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.1083,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1786,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF4 (mu=0.5801, sigma=1.1066) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.3548,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2818,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.3846,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.1547,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.0037,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.4609,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2249,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",7.5273,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",2.8831,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",1.0909,🔴 high
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.0645,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.2072,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.0801,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.3164,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-1.5878,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.0431,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0023,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.8003,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.3946,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-2.8503,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF4 (mu=0.8870, sigma=0.2120) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.0600,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",-0.3494,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0499,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.0021,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.3860,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF4 (mu=0.5930, sigma=0.2633) AND humidity IS MF5 (mu=1.0391, sigma=0.0930) AND NaCl IS MF5 (mu=1.0984, sigma=0.0523) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.1876,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0778,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.1678,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.1872,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.2250,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF1 (mu=-0.0580, sigma=0.0999) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.3039,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.0566,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",-0.4034,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",-0.4505,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",-0.1349,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF2 (mu=0.1644, sigma=0.2222) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",0.2571,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF1 (mu=-0.0555, sigma=0.0945)",0.4485,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF2 (mu=0.3639, sigma=0.3244)",0.0257,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF3 (mu=0.4274, sigma=0.0122)",0.3507,🟢 low
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF4 (mu=0.6081, sigma=0.3320)",0.4392,🟡 medium
"IF temperature IS MF4 (mu=0.7405, sigma=0.0055) AND pressure IS MF5 (mu=1.0831, sigma=0.0718) AND humidity IS MF1 (mu=-0.0642, sigma=0.0886) AND NaCl IS MF3 (mu=0.5446, sigma=0.4050) AND KCl IS MF5 (mu=1.0582, sigma=0.0905)",-0.0730,🟢 low
